-4.500000	4.500000	447.308533
-3.500000	4.500000	529.147217
-2.500000	4.500000	489.218079
-1.500000	4.500000	450.875153
-0.500000	4.500000	431.884613
0.500000	4.500000	406.693542
1.500000	4.500000	378.733246
2.500000	4.500000	367.457214
3.500000	4.500000	352.220520
4.500000	4.500000	338.993347
4.500000	3.500000	377.987854
3.500000	3.500000	406.099884
2.500000	3.500000	431.032959
1.500000	3.500000	445.634491
0.500000	3.500000	492.375824
-0.500000	3.500000	536.051758
-1.500000	3.500000	634.863525
-2.500000	3.500000	699.613281
-3.500000	3.500000	728.851807
-4.500000	3.500000	688.805115
-4.500000	2.500000	919.782654
-3.500000	2.500000	962.639893
-2.500000	2.500000	982.887878
-1.500000	2.500000	975.292664
-0.500000	2.500000	876.901123
0.500000	2.500000	797.674072
1.500000	2.500000	674.297974
2.500000	2.500000	588.595764
3.500000	2.500000	516.169495
4.500000	2.500000	451.515869
4.500000	1.500000	596.167786
3.500000	1.500000	711.297729
2.500000	1.500000	844.706970
1.500000	1.500000	979.991089
0.500000	1.500000	1079.797241
-0.500000	1.500000	1144.562378
-1.500000	1.500000	1214.021851
-2.500000	1.500000	1220.888916
-3.500000	1.500000	1206.036865
-4.500000	1.500000	1170.392578
-4.500000	0.500000	1482.210571
-3.500000	0.500000	1481.705078
-2.500000	0.500000	1459.251343
-1.500000	0.500000	1444.184082
-0.500000	0.500000	1404.673096
0.500000	0.500000	1316.212524
1.500000	0.500000	1197.616211
2.500000	0.500000	1069.489502
3.500000	0.500000	925.169800
4.500000	0.500000	781.063171
4.500000	-0.500000	965.863159
3.500000	-0.500000	1126.881470
2.500000	-0.500000	1283.419189
1.500000	-0.500000	1440.284912
0.500000	-0.500000	1567.460205
-0.500000	-0.500000	1662.113281
-1.500000	-0.500000	1715.903442
-2.500000	-0.500000	1753.351685
-3.500000	-0.500000	1792.542725
-4.500000	-0.500000	1811.674072
-4.500000	-1.500000	2214.263428
-3.500000	-1.500000	2242.413086
-2.500000	-1.500000	2212.358154
-1.500000	-1.500000	2101.490723
-0.500000	-1.500000	1972.265259
0.500000	-1.500000	1831.162476
1.500000	-1.500000	1695.474976
2.500000	-1.500000	1516.635986
3.500000	-1.500000	1329.203125
4.500000	-1.500000	1150.133423
4.500000	-2.500000	1329.987183
3.500000	-2.500000	1542.407349
2.500000	-2.500000	1803.714966
1.500000	-2.500000	1947.569458
0.500000	-2.500000	2162.535156
-0.500000	-2.500000	2375.993408
-1.500000	-2.500000	2535.438477
-2.500000	-2.500000	2621.548828
-3.500000	-2.500000	2637.936768
-4.500000	-2.500000	2617.028320
-4.500000	-3.500000	3074.633789
-3.500000	-3.500000	3062.971924
-2.500000	-3.500000	3005.331543
-1.500000	-3.500000	2904.598145
-0.500000	-3.500000	2788.854980
0.500000	-3.500000	2552.003174
1.500000	-3.500000	2274.964355
2.500000	-3.500000	1997.908325
3.500000	-3.500000	1757.430542
4.500000	-3.500000	1509.758911
4.500000	-4.500000	1543.369507
3.500000	-4.500000	1950.220947
2.500000	-4.500000	2291.333496
1.500000	-4.500000	2616.315430
0.500000	-4.500000	2846.589111
-0.500000	-4.500000	3099.415039
-1.500000	-4.500000	3315.834473
-2.500000	-4.500000	3476.486328
-3.500000	-4.500000	3568.832520
-4.500000	-4.500000	3578.497559
